date_time,load
2025-03-06 10:30:00,17988.8978027344
2025-03-06 10:45:00,18065.2294433594
2025-03-06 11:00:00,17835.9390299479
2025-03-06 11:15:00,17845.9798665365
2025-03-06 11:30:00,17929.6193684896
2025-03-06 11:45:00,17966.0638020833
2025-03-06 12:00:00,17737.3160319011
2025-03-06 12:15:00,17778.2128255208
2025-03-06 12:30:00,17742.1729980469
2025-03-06 12:45:00,17655.8661295573
2025-03-06 13:00:00,17508.9360839844
2025-03-06 13:15:00,17318.3301757813
2025-03-06 13:30:00,17185.7215657552
2025-03-06 13:45:00,17109.8702148438
2025-03-06 14:00:00,17067.6221679688
2025-03-06 14:15:00,17114.0005859375
2025-03-06 14:30:00,17179.8839518229
2025-03-06 14:45:00,17188.6239420573
2025-03-06 15:00:00,17044.79140625
2025-03-06 15:15:00,16991.2901855469
2025-03-06 15:30:00,17181.0826497396
2025-03-06 15:45:00,17096.7319498698
2025-03-06 16:00:00,16795.3487792969
2025-03-06 16:15:00,16485.0200195313
2025-03-06 16:30:00,16278.4939371745
2025-03-06 16:45:00,15876.6958007813
2025-03-06 17:00:00,15410.4375325521
2025-03-06 17:15:00,15077.9330485026
2025-03-06 17:30:00,14875.3374430339
2025-03-06 17:45:00,14627.8297526042
2025-03-06 18:00:00,13254.1417236328
2025-03-06 18:15:00,12169.8971110026
2025-03-06 18:30:00,12120.8205566406
2025-03-06 18:45:00,12420.2897542318
2025-03-06 19:00:00,12497.2515299479
2025-03-06 19:15:00,12480.3713216146
2025-03-06 19:30:00,12404.4690104167
2025-03-06 19:45:00,12415.3997884115
2025-03-06 20:00:00,12295.5746419271
2025-03-06 20:15:00,12095.621858724
2025-03-06 20:30:00,11890.6127604167
2025-03-06 20:45:00,11720.4943684896
2025-03-06 21:00:00,12072.7060628255
2025-03-06 21:15:00,12613.0521891276
2025-03-06 21:30:00,12537.2292561849
2025-03-06 21:45:00,12292.8404215495
2025-03-06 22:00:00,12573.3725097656
2025-03-06 22:15:00,13143.649210612
2025-03-06 22:30:00,12942.0594482422
2025-03-06 22:45:00,12777.7184000651
2025-03-06 23:00:00,12700.36171875
2025-03-06 23:15:00,12625.7368815104
2025-03-06 23:30:00,12523.1276204427
2025-03-06 23:45:00,12370.0310058594
2025-03-07 00:00:00,12410.1256510417
2025-03-07 00:15:00,12737.83046875
2025-03-07 00:30:00,12626.7518880208
2025-03-07 00:45:00,12524.3106770833
2025-03-07 01:00:00,12256.530078125
2025-03-07 01:15:00,12046.5022786458
2025-03-07 01:30:00,11938.5914713542
2025-03-07 01:45:00,11868.7996744792
2025-03-07 02:00:00,11678.8163411458
2025-03-07 02:15:00,11816.8977213542
2025-03-07 02:30:00,11788.00390625
2025-03-07 02:45:00,11699.4345703125
2025-03-07 03:00:00,11480.6524739583
2025-03-07 03:15:00,11956.3690104167
2025-03-07 03:30:00,11963.1163411458
2025-03-07 03:45:00,11983.1926432292
2025-03-07 04:00:00,12374.599609375
2025-03-07 04:15:00,12700.3815755208
2025-03-07 04:30:00,12699.4677083333
2025-03-07 04:45:00,12795.865625
2025-03-07 05:00:00,12850.3770182292
2025-03-07 05:15:00,13099.608203125
2025-03-07 05:30:00,13382.2982421875
2025-03-07 05:45:00,13559.3104166667
2025-03-07 06:00:00,13013.6802083333
2025-03-07 06:15:00,13665.3141927083
2025-03-07 06:30:00,14311.055859375
2025-03-07 06:45:00,14941.4423177083
2025-03-07 07:00:00,15475.0606770833
2025-03-07 07:15:00,15777.273828125
2025-03-07 07:30:00,15961.9005859375
2025-03-07 07:45:00,16036.1238932292
2025-03-07 08:00:00,16075.0336588542
2025-03-07 08:15:00,16297.03203125
2025-03-07 08:30:00,16733.6540364583
2025-03-07 08:45:00,17007.2348958333
2025-03-07 09:00:00,17460.5951822917
2025-03-07 09:15:00,17986.92578125
2025-03-07 09:30:00,18104.3647135417
2025-03-07 09:45:00,18231.6639322917
2025-03-07 10:00:00,18137.448828125
